batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,VFB_V
46812,PSP,EE,HEPHY,Left,,,-5.396
46812,PSP,WW,HEPHY,Left,,,-4.268
46812,PSP,EE,HEPHY,Left,,,-5.238
46812,PSP,WW,HEPHY,Left,,,-4.358
46812,PSP,EE,HEPHY,Left,,,-5.435
46812,PSP,WW,HEPHY,Left,,,-4.395
46812,PSP,EE,HEPHY,Left,,,-5.375
46812,PSP,WW,HEPHY,Left,,,-4.472
46812,PSP,EE,HEPHY,Left,,,-5.348
46812,PSP,WW,HEPHY,Left,,,-4.808
46813,PSP,EE,HEPHY,Left,,,-5.068
46813,PSP,EE,HEPHY,Left,,,-5.197
46813,PSP,WW,HEPHY,Left,,,-4.505
46813,PSP,EE,HEPHY,Left,,,-5.245
46813,PSP,EE,HEPHY,Left,,,-5.291
46813,PSP,WW,HEPHY,Left,,,-4.512
46813,PSP,EE,HEPHY,Left,,,-4.918
46813,PSP,WW,HEPHY,Left,,,-4.597
46813,PSP,EE,HEPHY,Left,,,-4.91
46813,PSP,WW,HEPHY,Left,,,-4.591
46813,PSP,EE,HEPHY,Left,,,-5.06
46813,PSP,WW,HEPHY,Left,,,-4.611
46813,PSP,EE,HEPHY,Left,,,-5.06
47348,PSS,EE,Demokritos,Left,22.4,22.4,-2.882
47348,PSS,WW,Demokritos,Left,22.1,22.1,-2.955
47348,PSS,EE,Demokritos,Left,22.6,22.6,-2.889
47348,PSS,WW,Demokritos,Left,22.2,22.2,-2.921
47348,PSS,EE,Demokritos,Left,21.9,21.9,-3.211
47348,PSS,WW,Demokritos,Left,21.7,21.7,-3.051
47348,PSS,EE,Demokritos,Left,21.8,21.8,-3.061
47348,PSS,WW,Demokritos,Left,21.5,21.5,-3.069
47348,PSS,EE,Demokritos,Left,21.5,21.5,-3.115
47348,PSS,WW,Demokritos,Left,22.9,22.9,-3.275
47348,PSS,EE,Demokritos,Left,21.2,21.2,-2.796
47348,PSS,WW,Demokritos,Left,21.1,21.1,-3.443
47348,PSS,EE,Demokritos,Left,22.6,22.6,-2.869
47348,PSS,WW,Demokritos,Left,22.2,22.2,-2.822
47348,PSS,EE,Demokritos,Left,23.4,23.4,-3.051
47348,PSS,WW,Demokritos,Left,23.2,23.2,-2.956
47349,PSS,EE,Demokritos,Left,21.9,21.9,-3.034
47349,PSS,WW,Demokritos,Left,22.0,22.0,-3.125
47349,PSS,EE,Demokritos,Left,22.3,22.3,-3.0
47349,PSS,WW,Demokritos,Left,22.0,22.0,-3.155
47349,PSS,EE,Demokritos,Left,21.7,21.7,-3.183
47349,PSS,WW,Demokritos,Left,21.4,21.4,-3.116
47349,PSS,EE,Demokritos,Left,21.4,21.4,-3.161
47349,PSS,WW,Demokritos,Left,22.7,22.7,-3.092
47349,PSS,EE,Demokritos,Left,21.9,21.9,-2.991
47349,PSS,WW,Demokritos,Left,21.7,21.7,-2.885
47349,PSS,EE,Demokritos,Left,21.2,21.2,-3.078
47349,PSS,WW,Demokritos,Left,21.0,21.0,-2.956
47349,PSS,EE,Demokritos,Left,21.2,21.2,-2.993
47349,PSS,WW,Demokritos,Left,21.0,21.0,-2.984
47349,PSS,EE,Demokritos,Left,20.8,20.8,-2.882
47349,PSS,WW,Demokritos,Left,22.5,22.5,-2.897
48205,PSS,EE,Perugia,Left,20.0,20.0,-3.151
48205,PSS,WW,Perugia,Left,20.0,20.0,-3.105
48205,PSS,EE,Perugia,Left,20.0,20.0,-3.103
48205,PSS,WW,Perugia,Left,20.0,20.0,-3.17
48205,PSS,EE,Perugia,Left,20.0,20.0,-3.24
48205,PSS,WW,Perugia,Left,20.0,20.0,-3.163
48205,PSS,EE,Perugia,Left,20.0,20.0,-3.156
48205,PSS,WW,Perugia,Left,20.0,20.0,-3.208
48205,PSS,EE,Perugia,Left,20.0,20.0,-2.864
48205,PSS,WW,Perugia,Left,20.0,20.0,-2.972
48205,PSS,EE,Perugia,Left,20.0,20.0,-2.908
48205,PSS,WW,Perugia,Left,20.0,20.0,-2.995
48205,PSS,EE,Perugia,Left,20.0,20.0,-2.993
48205,PSS,WW,Perugia,Left,20.0,20.0,-3.047
48205,PSS,EE,Perugia,Left,20.0,20.0,-3.091
48205,PSS,EE,Perugia,Left,20.0,20.0,-3.088
48206,PSS,EE,Perugia,Left,20.0,20.0,-3.042
48206,PSS,WW,Perugia,Left,20.0,20.0,-3.045
48206,PSS,EE,Perugia,Left,20.0,20.0,-3.139
48206,PSS,WW,Perugia,Left,20.0,20.0,-3.087
48206,PSS,EE,Perugia,Left,20.0,20.0,-3.177
48206,PSS,WW,Perugia,Left,20.0,20.0,-3.107
48206,PSS,EE,Perugia,Left,20.0,20.0,-3.197
48206,PSS,WW,Perugia,Left,20.0,20.0,-3.118
48206,PSS,EE,Perugia,Left,20.0,20.0,-3.186
48206,PSS,WW,Perugia,Left,20.0,20.0,-3.109
48206,PSS,EE,Perugia,Left,20.0,20.0,-2.834
48206,PSS,WW,Perugia,Left,20.0,20.0,-2.83
48206,PSS,EE,Perugia,Left,20.0,20.0,-2.933
48206,PSS,WW,Perugia,Left,20.0,20.0,-2.965
48206,PSS,EE,Perugia,Left,20.0,20.0,-3.054
48206,PSS,WW,Perugia,Left,20.0,20.0,-3.04
47365,2S,EE,Brown,Right,20.0,20.088,-2.817
47365,2S,WW,Brown,Right,20.0,20.137,-2.881
47365,2S,EE,Brown,Right,20.0,20.076,-2.882
47365,2S,WW,Brown,Right,20.0,20.096,-2.931
47365,2S,EE,Brown,Right,20.0,20.175,-2.961
47365,2S,WW,Brown,Right,20.0,20.192,-2.959
47365,2S,EE,Brown,Right,20.0,20.13,-2.99
47365,2S,WW,Brown,Right,20.0,20.148,-2.993
47365,2S,EE,Brown,Right,20.0,20.073,-2.728
47365,2S,WW,Brown,Right,20.0,20.105,-2.79
47365,2S,EE,Brown,Right,20.0,20.139,-2.761
47365,2S,WW,Brown,Right,20.0,20.186,-2.812
47365,2S,EE,Brown,Right,20.0,20.137,-2.806
47365,2S,WW,Brown,Right,20.0,20.144,-2.863
47365,2S,EE,Brown,Right,20.0,20.219,-2.829
47365,2S,WW,Brown,Right,20.0,20.222,-2.875
47366,2S,EE,Brown,Right,20.0,20.107,-2.603
47366,2S,WW,Brown,Right,20.0,20.128,-2.696
47366,2S,EE,Brown,Right,20.0,20.085,-2.654
47366,2S,WW,Brown,Right,20.0,20.099,-2.739
47366,2S,EE,Brown,Right,20.0,20.114,-2.709
47366,2S,WW,Brown,Right,20.0,20.132,-2.83
47366,2S,EE,Brown,Right,20.0,20.133,-2.727
47366,2S,WW,Brown,Right,20.0,20.137,-2.834
47366,2S,EE,Brown,Right,20.0,20.106,-2.743
47366,2S,WW,Brown,Right,20.0,20.124,-2.832
47366,2S,EE,Brown,Right,20.0,20.118,-2.594
47366,2S,WW,Brown,Right,20.0,20.137,-2.634
47366,2S,EE,Brown,Right,20.0,20.159,-2.588
47366,2S,WW,Brown,Right,20.0,20.163,-2.66
47366,2S,EE,Brown,Right,20.0,20.166,-2.581
47366,2S,WW,Brown,Right,20.0,20.166,-2.66
47367,2S,EE,Perugia,Left,20.0,20.0,-2.96
47367,2S,WW,Perugia,Left,20.0,20.0,-3.008
47367,2S,EE,Perugia,Left,20.0,20.0,-2.969
47367,2S,WW,Perugia,Left,20.0,20.0,-2.988
47367,2S,EE,Perugia,Left,20.0,20.0,-2.98
47367,2S,WW,Perugia,Left,20.0,20.0,-3.039
47367,2S,EE,Perugia,Left,20.0,20.0,-2.988
47367,2S,WW,Perugia,Left,20.0,20.0,-3.021
47367,2S,EE,Perugia,Left,20.0,20.0,-2.886
47367,2S,WW,Perugia,Left,20.0,20.0,-2.912
47367,2S,EE,Perugia,Left,20.0,20.0,-2.874
47367,2S,WW,Perugia,Left,20.0,20.0,-2.896
47367,2S,EE,Perugia,Left,20.0,20.0,-2.895
47367,2S,WW,Perugia,Left,20.0,20.0,-2.919
47367,2S,EE,Perugia,Left,20.0,20.0,-2.915
47367,2S,WW,Perugia,Left,20.0,20.0,-2.941
47368,2S,EE,Perugia,Left,20.0,20.0,-3.051
47368,2S,WW,Perugia,Left,20.0,20.0,-3.139
47368,2S,EE,Perugia,Left,20.0,20.0,-3.028
47368,2S,WW,Perugia,Left,20.0,20.0,-3.057
47368,2S,EE,Perugia,Left,20.0,20.0,-3.055
47368,2S,WW,Perugia,Left,20.0,20.0,-3.058
47368,2S,EE,Perugia,Left,20.0,20.0,-3.052
47368,2S,WW,Perugia,Left,20.0,20.0,-3.095
47368,2S,EE,Perugia,Left,20.0,20.0,-2.957
47368,2S,WW,Perugia,Left,20.0,20.0,-2.893
47368,2S,EE,Perugia,Left,20.0,20.0,-2.918
47368,2S,WW,Perugia,Left,20.0,20.0,-2.89
47368,2S,EE,Perugia,Left,20.0,20.0,-2.973
47368,2S,WW,Perugia,Left,20.0,20.0,-2.957
47368,2S,EE,Perugia,Left,20.0,20.0,-2.996
47368,2S,WW,Perugia,Left,20.0,20.0,-3.017
47369,2S,EE,Demokritos,Left,25.3,25.3,-2.838
47369,2S,WW,Demokritos,Left,24.1,24.1,-5.357
47369,2S,EE,Demokritos,Left,25.9,25.9,-3.034
47369,2S,WW,Demokritos,Left,25.1,25.1,-3.322
47369,2S,EE,Demokritos,Left,23.9,23.9,-3.182
47369,2S,WW,Demokritos,Left,23.4,23.4,-3.252
47369,2S,EE,Demokritos,Left,23.1,23.1,-4.678
47369,2S,WW,Demokritos,Left,22.9,22.9,-4.062
47369,2S,EE,Demokritos,Left,24.1,24.1,-2.929
47369,2S,WW,Demokritos,Left,23.9,23.9,-4.105
47369,2S,EE,Demokritos,Left,22.9,22.9,-2.925
47369,2S,WW,Demokritos,Left,22.9,22.9,-4.428
47369,2S,EE,Demokritos,Left,23.9,23.9,-3.098
47369,2S,WW,Demokritos,Left,23.3,23.3,-3.098
47370,2S,EE,Demokritos,Left,21.7,21.7,-3.02
47370,2S,WW,Demokritos,Left,21.5,21.5,-3.391
47370,2S,EE,Demokritos,Left,22.3,22.3,-3.151
47370,2S,WW,Demokritos,Left,22.9,22.9,-3.217
47370,2S,EE,Demokritos,Left,21.2,21.2,-3.302
47370,2S,WW,Demokritos,Left,21.2,21.2,-3.234
47370,2S,EE,Demokritos,Left,22.5,22.5,-3.061
47370,2S,WW,Demokritos,Left,22.2,22.2,-3.178
47370,2S,EE,Demokritos,Left,21.2,21.2,-3.152
47370,2S,WW,Demokritos,Left,21.0,21.0,-3.282
47371,2S,EE,HEPHY,Left,,,-3.071
47371,2S,WW,HEPHY,Left,,,-3.05
47371,2S,EE,HEPHY,Left,,,-3.067
47371,2S,WW,HEPHY,Left,,,-2.99
47371,2S,EE,HEPHY,Left,,,-3.086
47371,2S,WW,HEPHY,Left,,,-3.043
47371,2S,EE,HEPHY,Left,,,-3.146
47371,2S,WW,HEPHY,Left,,,-3.118
47371,2S,EE,HEPHY,Left,,,-2.94
47371,2S,WW,HEPHY,Left,,,-2.856
47371,2S,EE,HEPHY,Left,,,-2.987
47371,2S,WW,HEPHY,Left,,,-2.904
47371,2S,EE,HEPHY,Left,,,-3.038
47371,2S,WW,HEPHY,Left,,,-2.974
47371,2S,EE,HEPHY,Left,,,-3.063
47371,2S,WW,HEPHY,Left,,,-2.983
47372,2S,EE,HEPHY,Left,,,-2.951
47372,2S,WW,HEPHY,Left,,,-2.97
47372,2S,EE,HEPHY,Left,,,-2.917
47372,2S,WW,HEPHY,Left,,,-2.953
47372,2S,EE,HEPHY,Left,,,-2.927
47372,2S,WW,HEPHY,Left,,,-2.939
47372,2S,EE,HEPHY,Left,,,-2.958
47372,2S,WW,HEPHY,Left,,,-3.011
47372,2S,EE,HEPHY,Left,,,-2.786
47372,2S,WW,HEPHY,Left,,,-2.782
47372,2S,EE,HEPHY,Left,,,-2.786
47372,2S,WW,HEPHY,Left,,,-2.806
47372,2S,EE,HEPHY,Left,,,-2.828
47372,2S,WW,HEPHY,Left,,,-2.853
47372,2S,EE,HEPHY,Left,,,-2.869
47372,2S,WW,HEPHY,Left,,,-2.857
47373,2S,EE,HEPHY,Left,,,-3.126
47373,2S,WW,HEPHY,Left,,,-3.136
47373,2S,EE,HEPHY,Left,,,-3.179
47373,2S,WW,HEPHY,Left,,,-3.174
47373,2S,EE,HEPHY,Left,,,-3.231
47373,2S,WW,HEPHY,Left,,,-3.159
47373,2S,EE,HEPHY,Left,,,-3.238
47373,2S,WW,HEPHY,Left,,,-3.149
47373,2S,EE,HEPHY,Left,,,-3.201
47373,2S,WW,HEPHY,Left,,,-3.131
47373,2S,EE,HEPHY,Left,,,-3.089
47373,2S,WW,HEPHY,Left,,,-3.102
47373,2S,EE,HEPHY,Left,,,-3.15
47373,2S,WW,HEPHY,Left,,,-3.148
47373,2S,EE,HEPHY,Left,,,-3.191
47373,2S,WW,HEPHY,Left,,,-3.135
47374,2S,EE,HEPHY,Left,,,-3.018
47374,2S,WW,HEPHY,Left,,,-3.08
47374,2S,EE,HEPHY,Left,,,-3.127
47374,2S,WW,HEPHY,Left,,,-3.141
47374,2S,EE,HEPHY,Left,,,-3.109
47374,2S,WW,HEPHY,Left,,,-3.185
47374,2S,EE,HEPHY,Left,,,-3.204
47374,2S,WW,HEPHY,Left,,,-3.258
47374,2S,EE,HEPHY,Left,,,-2.884
47374,2S,WW,HEPHY,Left,,,-2.996
47374,2S,EE,HEPHY,Left,,,-2.903
47374,2S,WW,HEPHY,Left,,,-3.06
47374,2S,EE,HEPHY,Left,,,-2.987
47374,2S,WW,HEPHY,Left,,,-3.068
47374,2S,EE,HEPHY,Left,,,-3.046
47374,2S,WW,HEPHY,Left,,,-3.105
47375,2S,EE,Brown,Right,20.0,20.091,-2.421
47375,2S,WW,Brown,Right,20.0,20.126,-2.27
47375,2S,EE,Brown,Right,20.0,20.137,-2.406
47375,2S,WW,Brown,Right,20.0,20.145,-2.284
47375,2S,EE,Brown,Right,20.0,20.165,-2.424
47375,2S,WW,Brown,Right,20.0,20.17,-2.31
47375,2S,EE,Brown,Right,20.0,20.173,-2.475
47375,2S,WW,Brown,Right,20.0,20.177,-2.328
47375,2S,EE,Brown,Right,20.0,20.068,-2.509
47375,2S,WW,Brown,Right,20.0,20.083,-2.332
47375,2S,EE,Brown,Right,20.0,20.114,-2.626
47375,2S,WW,Brown,Right,20.0,20.136,-2.419
47375,2S,EE,Brown,Right,20.0,20.122,-2.292
47375,2S,WW,Brown,Right,20.0,20.133,-2.213
47375,2S,EE,Brown,Right,20.0,20.167,-2.367
47375,2S,WW,Brown,Right,20.0,20.166,-2.28
47376,2S,EE,Brown,Right,20.0,20.122,-2.951
47376,2S,WW,Brown,Right,20.0,20.156,-3.03
47376,2S,EE,Brown,Right,20.0,20.09,-2.947
47376,2S,WW,Brown,Right,20.0,20.131,-3.02
47376,2S,EE,Brown,Right,20.0,20.192,-2.994
47376,2S,WW,Brown,Right,20.0,20.192,-3.069
47376,2S,EE,Brown,Right,20.0,20.148,-3.007
47376,2S,WW,Brown,Right,20.0,20.162,-3.1
47376,2S,EE,Brown,Right,20.0,20.141,-3.061
47376,2S,WW,Brown,Right,20.0,20.126,-3.126
47376,2S,EE,Brown,Right,20.0,20.129,-3.182
47376,2S,WW,Brown,Right,20.0,20.158,-3.184
47376,2S,EE,Brown,Right,20.0,20.162,-2.766
47376,2S,WW,Brown,Right,20.0,20.162,-2.834
47376,2S,EE,Brown,Right,20.0,20.188,-2.81
47376,2S,WW,Brown,Right,20.0,20.19,-2.889
47377,2S,EE,Perugia,Left,20.0,20.0,-3.285
47377,2S,WW,Perugia,Left,20.0,20.0,-3.406
47377,2S,EE,Perugia,Left,20.0,20.0,-3.309
47377,2S,WW,Perugia,Left,20.0,20.0,-3.424
47377,2S,EE,Perugia,Left,20.0,20.0,-3.32
47377,2S,WW,Perugia,Left,20.0,20.0,-3.438
47377,2S,EE,Perugia,Left,20.0,20.0,-3.366
47377,2S,WW,Perugia,Left,20.0,20.0,-3.45
47377,2S,EE,Perugia,Left,20.0,20.0,-3.122
47377,2S,WW,Perugia,Left,20.0,20.0,-3.175
47377,2S,EE,Perugia,Left,20.0,20.0,-3.135
47377,2S,WW,Perugia,Left,20.0,20.0,-3.181
47377,2S,EE,Perugia,Left,20.0,20.0,-3.231
47377,2S,WW,Perugia,Left,20.0,20.0,-3.265
47377,2S,EE,Perugia,Left,20.0,20.0,-3.283
47377,2S,WW,Perugia,Left,20.0,20.0,-3.362
47990,2S,EE,Perugia,Left,20.0,20.0,-2.251
47990,2S,WW,Perugia,Left,20.0,20.0,-2.328
47990,2S,EE,Perugia,Left,20.0,20.0,-2.341
47990,2S,WW,Perugia,Left,20.0,20.0,-2.423
47990,2S,EE,Perugia,Left,20.0,20.0,-2.37
47990,2S,WW,Perugia,Left,20.0,20.0,-2.495
47990,2S,EE,Perugia,Left,20.0,20.0,-2.481
47990,2S,WW,Perugia,Left,20.0,20.0,-2.601
47990,2S,EE,Perugia,Left,20.0,20.0,-2.348
47990,2S,WW,Perugia,Left,20.0,20.0,-2.437
47990,2S,EE,Perugia,Left,20.0,20.0,-2.304
47990,2S,WW,Perugia,Left,20.0,20.0,-2.351
47990,2S,EE,Perugia,Left,20.0,20.0,-2.389
47990,2S,WW,Perugia,Left,20.0,20.0,-2.368
48211,PSS,EE,HEPHY,Left,,,-3.121
48211,PSS,WW,HEPHY,Left,,,-3.11
48211,PSS,EE,HEPHY,Left,,,-3.177
48211,PSS,WW,HEPHY,Left,,,-3.221
48211,PSS,EE,HEPHY,Left,,,-3.191
48211,PSS,WW,HEPHY,Left,,,-3.247
48211,PSS,EE,HEPHY,Left,,,-3.221
48211,PSS,WW,HEPHY,Left,,,-3.152
48211,PSS,EE,HEPHY,Left,,,-3.234
48211,PSS,WW,HEPHY,Left,,,-3.203
48211,PSS,EE,HEPHY,Left,,,-3.124
48211,PSS,WW,HEPHY,Left,,,-3.117
48211,PSS,EE,HEPHY,Left,,,-3.168
48211,PSS,WW,HEPHY,Left,,,-3.166
48211,PSS,EE,HEPHY,Left,,,-3.163
48211,PSS,WW,HEPHY,Left,,,-3.108
48212,PSS,EE,HEPHY,Left,,,-3.128
48212,PSS,WW,HEPHY,Left,,,-3.082
48212,PSS,EE,HEPHY,Left,,,-3.111
48212,PSS,WW,HEPHY,Left,,,-3.077
48212,PSS,EE,HEPHY,Left,,,-3.182
48212,PSS,WW,HEPHY,Left,,,-3.081
48212,PSS,EE,HEPHY,Left,,,-3.181
48212,PSS,WW,HEPHY,Left,,,-3.052
48212,PSS,EE,HEPHY,Left,,,-2.899
48212,PSS,WW,HEPHY,Left,,,-2.894
48212,PSS,EE,HEPHY,Left,,,-3.034
48212,PSS,WW,HEPHY,Left,,,-2.988
48212,PSS,EE,HEPHY,Left,,,-3.093
48212,PSS,WW,HEPHY,Left,,,-3.055
48212,PSS,EE,HEPHY,Left,,,-3.113
48212,PSS,WW,HEPHY,Left,,,-3.043
47991,2S,EE,Brown,Right,20.0,20.004,-2.747
47991,2S,WW,Brown,Right,20.0,20.007,-2.838
47991,2S,EE,Brown,Right,20.0,20.034,-2.767
47991,2S,WW,Brown,Right,20.0,20.004,-2.914
47991,2S,EE,Brown,Right,20.0,20.036,-2.854
47991,2S,WW,Brown,Right,20.0,20.049,-2.978
47991,2S,EE,Brown,Right,20.0,20.016,-2.819
47991,2S,WW,Brown,Right,20.0,20.02,-2.925
47991,2S,EE,Brown,Right,20.0,20.031,-2.929
47991,2S,WW,Brown,Right,20.0,20.043,-3.032
47991,2S,EE,Brown,Right,20.0,20.049,-2.6
47991,2S,WW,Brown,Right,20.0,20.057,-2.741
47991,2S,EE,Brown,Right,20.0,20.082,-2.662
47991,2S,WW,Brown,Right,20.0,20.083,-2.793
47991,2S,EE,Brown,Right,20.0,20.082,-2.655
47991,2S,WW,Brown,Right,20.0,20.083,-2.739
47992,2S,EE,Brown,Right,20.0,20.007,-3.115
47992,2S,WW,Brown,Right,20.0,20.019,-3.135
47992,2S,EE,Brown,Right,20.0,20.005,-2.835
47992,2S,WW,Brown,Right,20.0,20.042,-2.932
47992,2S,EE,Brown,Right,20.0,20.051,-2.954
47992,2S,WW,Brown,Right,20.0,20.069,-3.021
47992,2S,EE,Brown,Right,20.0,20.101,-2.949
47992,2S,WW,Brown,Right,20.0,20.132,-3.04
47992,2S,EE,Brown,Right,20.0,20.055,-2.664
47992,2S,WW,Brown,Right,20.0,20.068,-2.746
47992,2S,EE,Brown,Right,20.0,20.137,-2.725
47992,2S,WW,Brown,Right,20.0,20.189,-2.788
47992,2S,EE,Brown,Right,20.0,20.1,-2.767
47992,2S,WW,Brown,Right,20.0,20.114,-2.851
47992,2S,EE,Brown,Right,20.0,20.237,-2.816
47992,2S,WW,Brown,Right,20.0,20.244,-2.918
48216,2S,EE,Brown,Right,20.0,20.14,-2.255
48216,2S,WW,Brown,Right,20.0,20.205,-2.191
48216,2S,EE,Brown,Right,20.0,20.17,-2.331
48216,2S,WW,Brown,Right,20.0,20.203,-2.277
48216,2S,EE,Brown,Right,20.0,20.248,-2.409
48216,2S,WW,Brown,Right,20.0,20.167,-2.347
48216,2S,EE,Brown,Right,20.0,20.235,-2.332
48216,2S,WW,Brown,Right,20.0,20.245,-2.31
48216,2S,EE,Brown,Right,20.0,20.091,-2.346
48216,2S,WW,Brown,Right,20.0,20.126,-2.274
48216,2S,EE,Brown,Right,20.0,20.087,-2.305
48216,2S,WW,Brown,Right,20.0,20.11,-2.242
48216,2S,EE,Brown,Right,20.0,20.152,-2.166
48216,2S,WW,Brown,Right,20.0,20.159,-2.145
48216,2S,EE,Brown,Right,20.0,20.145,-2.266
48216,2S,WW,Brown,Right,20.0,20.15,-2.226
48217,2S,EE,Brown,Right,20.0,20.109,-2.917
48217,2S,WW,Brown,Right,20.0,20.104,-2.964
48217,2S,EE,Brown,Right,20.0,20.126,-2.852
48217,2S,WW,Brown,Right,20.0,20.124,-2.96
48217,2S,EE,Brown,Right,20.0,20.171,-2.879
48217,2S,WW,Brown,Right,20.0,20.151,-2.996
48217,2S,EE,Brown,Right,20.0,20.155,-2.907
48217,2S,WW,Brown,Right,20.0,20.158,-2.996
48217,2S,EE,Brown,Right,20.0,20.073,-2.95
48217,2S,WW,Brown,Right,20.0,20.089,-2.997
48217,2S,EE,Brown,Right,20.0,20.138,-2.877
48217,2S,WW,Brown,Right,20.0,20.121,-2.912
48217,2S,EE,Brown,Right,20.0,20.119,-2.717
48217,2S,WW,Brown,Right,20.0,20.125,-2.757
48217,2S,EE,Brown,Right,20.0,20.143,-2.752
48217,2S,WW,Brown,Right,20.0,20.145,-2.858
48218,2S,EE,HEPHY,Left,,,-3.112
48218,2S,WW,HEPHY,Left,,,-3.115
48218,2S,EE,HEPHY,Left,,,-3.158
48218,2S,WW,HEPHY,Left,,,-3.161
48218,2S,EE,HEPHY,Left,,,-3.188
48218,2S,WW,HEPHY,Left,,,-3.207
48218,2S,EE,HEPHY,Left,,,-3.207
48218,2S,WW,HEPHY,Left,,,-3.28
48218,2S,EE,HEPHY,Left,,,-3.052
48218,2S,WW,HEPHY,Left,,,-3.015
48218,2S,EE,HEPHY,Left,,,-3.066
48218,2S,WW,HEPHY,Left,,,-3.023
48218,2S,EE,HEPHY,Left,,,-3.107
48218,2S,WW,HEPHY,Left,,,-3.08
48218,2S,EE,HEPHY,Left,,,-3.11
48218,2S,WW,HEPHY,Left,,,-3.062
48219,2S,EE,HEPHY,Left,,,-3.03
48219,2S,WW,HEPHY,Left,,,-3.0
48219,2S,EE,HEPHY,Left,,,-3.054
48219,2S,WW,HEPHY,Left,,,-3.006
48219,2S,EE,HEPHY,Left,,,-3.083
48219,2S,WW,HEPHY,Left,,,-3.077
48219,2S,EE,HEPHY,Left,,,-2.835
48219,2S,WW,HEPHY,Left,,,-2.842
48219,2S,EE,HEPHY,Left,,,-2.911
48219,2S,WW,HEPHY,Left,,,-2.897
48219,2S,EE,HEPHY,Left,,,-2.916
48219,2S,WW,HEPHY,Left,,,-2.901
48219,2S,EE,HEPHY,Left,,,-2.999
48219,2S,WW,HEPHY,Left,,,-2.945
48219,2S,EE,HEPHY,Left,,,-3.03
48219,2S,WW,HEPHY,Left,,,-2.978
48220,2S,EE,Perugia,Left,20.0,20.0,-2.876
48220,2S,WW,Perugia,Left,20.0,20.0,-2.956
48220,2S,EE,Perugia,Left,20.0,20.0,-2.931
48220,2S,WW,Perugia,Left,20.0,20.0,-2.999
48220,2S,EE,Perugia,Left,20.0,20.0,-2.908
48220,2S,WW,Perugia,Left,20.0,20.0,-3.036
48220,2S,EE,Perugia,Left,20.0,20.0,-2.906
48220,2S,WW,Perugia,Left,20.0,20.0,-2.957
48220,2S,EE,Perugia,Left,20.0,20.0,-2.826
48220,2S,WW,Perugia,Left,20.0,20.0,-2.811
48220,2S,EE,Perugia,Left,20.0,20.0,-2.87
48220,2S,WW,Perugia,Left,20.0,20.0,-2.847
48220,2S,EE,Perugia,Left,20.0,20.0,-2.883
48220,2S,WW,Perugia,Left,20.0,20.0,-2.87
48220,2S,EE,Perugia,Left,20.0,20.0,-2.933
48220,2S,WW,Perugia,Left,20.0,20.0,-2.966
48221,2S,EE,Perugia,Left,20.0,20.0,-3.098
48221,2S,WW,Perugia,Left,20.0,20.0,-3.21
48221,2S,EE,Perugia,Left,20.0,20.0,-3.078
48221,2S,WW,Perugia,Left,20.0,20.0,-3.167
48221,2S,EE,Perugia,Left,20.0,20.0,-3.093
48221,2S,WW,Perugia,Left,20.0,20.0,-3.162
48221,2S,EE,Perugia,Left,20.0,20.0,-3.167
48221,2S,WW,Perugia,Left,20.0,20.0,-3.154
48221,2S,EE,Perugia,Left,20.0,20.0,-2.886
48221,2S,WW,Perugia,Left,20.0,20.0,-3.215
48221,2S,EE,Perugia,Left,20.0,20.0,-2.936
48221,2S,WW,Perugia,Left,20.0,20.0,-3.216
48221,2S,EE,Perugia,Left,20.0,20.0,-2.943
48221,2S,WW,Perugia,Left,20.0,20.0,-3.218
48221,2S,EE,Perugia,Left,20.0,20.0,-3.045
48221,2S,WW,Perugia,Left,20.0,20.0,-3.222
48222,2S,EE,Perugia,Left,20.0,20.0,-3.036
48222,2S,WW,Perugia,Left,20.0,20.0,-2.996
48222,2S,EE,Perugia,Left,20.0,20.0,-3.046
48222,2S,WW,Perugia,Left,20.0,20.0,-3.05
48222,2S,EE,Perugia,Left,20.0,20.0,-3.07
48222,2S,WW,Perugia,Left,20.0,20.0,-3.093
48222,2S,EE,Perugia,Left,20.0,20.0,-3.056
48222,2S,WW,Perugia,Left,20.0,20.0,-3.102
48222,2S,EE,Perugia,Left,20.0,20.0,-2.975
48222,2S,WW,Perugia,Left,20.0,20.0,-2.947
48222,2S,EE,Perugia,Left,20.0,20.0,-2.963
48222,2S,WW,Perugia,Left,20.0,20.0,-2.941
48222,2S,EE,Perugia,Left,20.0,20.0,-2.961
48222,2S,WW,Perugia,Left,20.0,20.0,-2.972
48222,2S,EE,Perugia,Left,20.0,20.0,-2.997
48222,2S,WW,Perugia,Left,20.0,20.0,-2.967
48223,2S,EE,Perugia,Left,20.0,20.0,-3.033
48223,2S,WW,Perugia,Left,20.0,20.0,-3.123
48223,2S,EE,Perugia,Left,20.0,20.0,-3.009
48223,2S,WW,Perugia,Left,20.0,20.0,-3.097
48223,2S,EE,Perugia,Left,20.0,20.0,-3.055
48223,2S,WW,Perugia,Left,20.0,20.0,-3.088
48223,2S,EE,Perugia,Left,20.0,20.0,-3.019
48223,2S,WW,Perugia,Left,20.0,20.0,-3.094
48223,2S,EE,Perugia,Left,20.0,20.0,-2.977
48223,2S,WW,Perugia,Left,20.0,20.0,-3.037
48223,2S,EE,Perugia,Left,20.0,20.0,-3.002
